Title,推噓數,Author,Url,Date
Re: [請益] 高股息是不是假議題？,10,gn7722,https://www.ptt.cc/bbs/Stock/M.1764672026.A.BFC.html,12/02
[請益] 美股新手投資如何選?,52,glue,https://www.ptt.cc/bbs/Stock/M.1764672674.A.A64.html,12/02
"[情報] 6419 京晨科 賣波克夏A股2股 賠45,219元",16,q1a1,https://www.ptt.cc/bbs/Stock/M.1764672708.A.665.html,12/02
[新聞] 迎戰谷歌 OpenAI啟動「紅色警報」！奧特,爆,y598763,https://www.ptt.cc/bbs/Stock/M.1764673096.A.A70.html,12/02
[請益] 美股ETF or 個股？,14,jb1853,https://www.ptt.cc/bbs/Stock/M.1764676713.A.447.html,12/02
Re: [新聞] 中國要求暫停公開11月房屋銷售數據　彭博,1,LaBronJames,https://www.ptt.cc/bbs/Stock/M.1764676813.A.567.html,12/02
[新聞] 哈塞特呼聲最高 川普鬆口：已選定下任聯,17,ctfjuw,https://www.ptt.cc/bbs/Stock/M.1764678429.A.3BB.html,12/02
[標的] NuScale Power(SMR),31,moneiescat,https://www.ptt.cc/bbs/Stock/M.1764679115.A.B1C.html,12/02
[情報] 1202 違約交割,2,leafff,https://www.ptt.cc/bbs/Stock/M.1764679894.A.94D.html,12/02
Re: [請益] 高股息是不是假議題？,6,sayesvv2,https://www.ptt.cc/bbs/Stock/M.1764680204.A.15B.html,12/02
Re: [請益] 高股息是不是假議題？,66,galeolow,https://www.ptt.cc/bbs/Stock/M.1764680528.A.1A7.html,12/02
[新聞] 首例！台積電驚爆「3內鬼工程師」　東京,50,qazxc1156892,https://www.ptt.cc/bbs/Stock/M.1764681319.A.697.html,12/02
[情報] 114年12月02日信用交易統計,29,steward135,https://www.ptt.cc/bbs/Stock/M.1764681575.A.575.html,12/02
[新聞] 南韓也降了！美證實關稅調降至15％,65,DrowningPool,https://www.ptt.cc/bbs/Stock/M.1764645165.A.AA7.html,12/02
[標的] 小台積分割 可用左側交易佈局嗎,28,zxcv62421,https://www.ptt.cc/bbs/Stock/M.1764646229.A.C51.html,12/02
[新聞] 台達電營運 大摩按讚,44,IzumiKonata,https://www.ptt.cc/bbs/Stock/M.1764646716.A.193.html,12/02
[新聞] 日本央行吹響加息號角！「太平洋風暴眼」再度肆虐全球,43,icrose,https://www.ptt.cc/bbs/Stock/M.1764646986.A.3D1.html,12/02
[新聞] 無糖茶價格飆升！這款逼近40元　漲幅近1,爆,brbear,https://www.ptt.cc/bbs/Stock/M.1764647071.A.681.html,12/02
[情報] 4939亞電 10月eps:0.02,17,as2990430,https://www.ptt.cc/bbs/Stock/M.1764654201.A.0F3.html,12/02
[閒聊] 2025/12/02 盤後閒聊,50,laptic,https://www.ptt.cc/bbs/Stock/M.1764655202.A.850.html,12/02
Re: [標的] 小台積分割 可用左側交易佈局嗎,9,a281393,https://www.ptt.cc/bbs/Stock/M.1764656559.A.AF1.html,12/02
[情報] 1202 上市投信買賣超排行,24,paidzou,https://www.ptt.cc/bbs/Stock/M.1764657939.A.8DA.html,12/02
[新聞] OpenAI危險了！DeepSeek正式發佈V3.2 性,爆,pmes9866,https://www.ptt.cc/bbs/Stock/M.1764658070.A.DB5.html,12/02
[情報] 114年12月02日 三大法人買賣金額統計表,70,coconing,https://www.ptt.cc/bbs/Stock/M.1764659689.A.2CF.html,12/02
[情報] 3715 定穎投控 現增價105元,34,ohsexygirl,https://www.ptt.cc/bbs/Stock/M.1764660021.A.B92.html,12/02
[新聞] 好市多為關稅告上川普政府,29,yousking,https://www.ptt.cc/bbs/Stock/M.1764662537.A.760.html,12/02
[情報] 1202 上市外資買賣超排行,74,paidzou,https://www.ptt.cc/bbs/Stock/M.1764662713.A.F80.html,12/02
[新聞] 民間融資變相放高利貸！受害人現身說法,23,ChanHoPark,https://www.ptt.cc/bbs/Stock/M.1764663570.A.416.html,12/02
[新聞] 從傳統工具機產業創造傳奇 謝金河:鴻勁,54,IzumiKonata,https://www.ptt.cc/bbs/Stock/M.1764664329.A.D83.html,12/02
[新聞] 南亞科自結10月合併獲利20.39億元，每股,爆,magicgreet,https://www.ptt.cc/bbs/Stock/M.1764664695.A.A9B.html,12/02
[情報] 8039 台虹 10月自結：0.27,12,as2990430,https://www.ptt.cc/bbs/Stock/M.1764664922.A.F28.html,12/02
[新聞] 獲 NVIDIA 砸20億美元入股 晶片設計軟體,18,Kostolany,https://www.ptt.cc/bbs/Stock/M.1764598443.A.D70.html,12/01
[情報] 1201 上市櫃股票週轉率排行,0,steveisaman,https://www.ptt.cc/bbs/Stock/M.1764598886.A.3DC.html,12/01
"[新聞] 白銀年暴漲97%,黃金牛市的「最後一塊拼圖",8,newbrain,https://www.ptt.cc/bbs/Stock/M.1764599928.A.45C.html,12/01
[新聞] 麻吉大哥又爆了！比特幣閃崩 讓他資產208,爆,tooth9,https://www.ptt.cc/bbs/Stock/M.1764600031.A.15D.html,12/01
[新聞] RatingDog中國製造業11月份PMI跌至49.9，,0,Su22,https://www.ptt.cc/bbs/Stock/M.1764600500.A.CD4.html,12/01
[新聞] 00915年終除息升至0.35元！全年現金殖利,15,gv390,https://www.ptt.cc/bbs/Stock/M.1764601612.A.477.html,12/01
Re: [標的] 6696 TW 仁新 挑戰生技股之基礎知識篇 續,37,judy0092,https://www.ptt.cc/bbs/Stock/M.1764603968.A.216.html,12/01
Re: [新聞] 勞工請安心！ 勞動基金最新績效出爐 大賺,8,dsrte,https://www.ptt.cc/bbs/Stock/M.1764604168.A.174.html,12/01
[新聞] 跟0050拚場！「會賺錢的0050」來了 近5年,58,Su22,https://www.ptt.cc/bbs/Stock/M.1764604613.A.D67.html,12/01
[標的] 2408 南亞科  我們的人加碼進場送分多,X4,no1shenming,https://www.ptt.cc/bbs/Stock/M.1764607006.A.560.html,12/02
[新聞] 川普曝年底前公布Fed新主席　白宮熱門人,32,jeff0025,https://www.ptt.cc/bbs/Stock/M.1764632815.A.1B0.html,12/02
[新聞] 「我哭著賣掉輝達！」軟銀孫正義爆心聲：,69,ctfjuw,https://www.ptt.cc/bbs/Stock/M.1764633836.A.120.html,12/02
[情報] Credo(CRDO)財報,20,ptttristan,https://www.ptt.cc/bbs/Stock/M.1764634455.A.219.html,12/02
[閒聊] 2025/12/02 盤中閒聊,91,laptic,https://www.ptt.cc/bbs/Stock/M.1764635402.A.EB1.html,12/02
[請益] 看分割前個股走勢,2,jb1853,https://www.ptt.cc/bbs/Stock/M.1764636691.A.D32.html,12/02
[新聞] 旺宏打進 Google AI 鏈 董座強調自家產品,24,a81911992,https://www.ptt.cc/bbs/Stock/M.1764637506.A.2E6.html,12/02
[新聞] 亞馬遜結盟 Google 共同開發多雲端網路服,7,rz2x,https://www.ptt.cc/bbs/Stock/M.1764638300.A.A58.html,12/02
[標的] 6271同欣電-沒有一億多,31,ninia178178,https://www.ptt.cc/bbs/Stock/M.1764638475.A.125.html,12/02
[新聞] 中國要求暫停公開11月房屋銷售數據　彭博,66,Su22,https://www.ptt.cc/bbs/Stock/M.1764641094.A.B27.html,12/02
[新聞] 永豐餘減碳 製漿大突破,19,monat1208,https://www.ptt.cc/bbs/Stock/M.1764582211.A.A36.html,12/01
[新聞] 力積電黃崇仁不只做半導體　旗下智合標靶,39,qazxc1156892,https://www.ptt.cc/bbs/Stock/M.1764583544.A.206.html,12/01
Re: [新聞] 砸4.4兆元刺激經濟沒用 中國製造業、服務,10,pipsqueak002,https://www.ptt.cc/bbs/Stock/M.1764584788.A.EE5.html,12/01
[新聞] 快訊／郭台銘長女出手！共申讓鴻海5180張,爆,Kostolany,https://www.ptt.cc/bbs/Stock/M.1764585167.A.C53.html,12/01
Re: [新聞] 關稅打完換打匯率？台美剛發布聯合聲明,0,su27,https://www.ptt.cc/bbs/Stock/M.1764586351.A.EDA.html,12/01
[新聞] 矽谷模式軍工吃癟？Anduril 無人載具頻故,13,MA40433,https://www.ptt.cc/bbs/Stock/M.1764588342.A.F58.html,12/01
[新聞] 基辛格：台積赴美 無助降低晶片依賴,20,hvariables,https://www.ptt.cc/bbs/Stock/M.1764588549.A.09E.html,12/01
Re: [新聞] CNN：台經濟亮眼 民眾薪資無感 平均薪水,8,HotAirFlow,https://www.ptt.cc/bbs/Stock/M.1764588698.A.4C5.html,12/01
[新聞] 台達電與旗下晶睿 晚間8點半召開重訊記,29,DAY1986,https://www.ptt.cc/bbs/Stock/M.1764590120.A.25E.html,12/01
[情報] 8021 尖點 達注意標準 10月自結 0.4,21,daniel950127,https://www.ptt.cc/bbs/Stock/M.1764590789.A.9D5.html,12/01
[情報] 6696 仁新 重訊,22,xx890197,https://www.ptt.cc/bbs/Stock/M.1764591040.A.36C.html,12/01
[新聞] 第一金不妙！三大法人同步喊賣倒貨2.5萬,22,humbler,https://www.ptt.cc/bbs/Stock/M.1764591619.A.A1B.html,12/01
[請益] Claude是否可能超過Gemini?,41,LaBronJames,https://www.ptt.cc/bbs/Stock/M.1764592920.A.B0F.html,12/01
Re: [情報] 8021 尖點 達注意標準 10月自結 0.4,7,wicer,https://www.ptt.cc/bbs/Stock/M.1764593232.A.841.html,12/01
Re: [新聞] 台達電與旗下晶睿 晚間8點半召開重訊記,2,Kostolany,https://www.ptt.cc/bbs/Stock/M.1764593695.A.76F.html,12/01
[新聞] 重訊！台達電宣布砸37億元溢價併購晶睿,31,Kostolany,https://www.ptt.cc/bbs/Stock/M.1764593972.A.F39.html,12/01
[新聞] 市場搞錯了?大摩:DRAM漲價不會害手機毛利,44,DrowningPool,https://www.ptt.cc/bbs/Stock/M.1764596444.A.102.html,12/01
[情報] 1201 上市櫃外資投信買超金額排行,3,steveisaman,https://www.ptt.cc/bbs/Stock/M.1764596984.A.A6F.html,12/01
[情報] 1201 違約交割,3,leafff,https://www.ptt.cc/bbs/Stock/M.1764597213.A.B8C.html,12/01
[新聞] 日美擬合蓋NAND廠 力積電有望成贏家,14,Vanquze,https://www.ptt.cc/bbs/Stock/M.1764598031.A.17E.html,12/01
[新聞] GDP果實 分給勞工變少了,77,Sinreigensou,https://www.ptt.cc/bbs/Stock/M.1764561373.A.D89.html,12/01
Re: [新聞] 勞動基金10月單月收益3006億元　再創新高,4,timmer,https://www.ptt.cc/bbs/Stock/M.1764561389.A.743.html,12/01
Re: [新聞] 砸4.4兆元刺激經濟沒用 中國製造業、服務,72,LaBronJames,https://www.ptt.cc/bbs/Stock/M.1764562940.A.9F8.html,12/01
Re: [新聞] 台新新光金下修前十月獲利至287億元,21,aalleexx,https://www.ptt.cc/bbs/Stock/M.1764563864.A.8B5.html,12/01
Re: [新聞] 砸4.4兆元刺激經濟沒用 中國製造業、服務,0,icrose,https://www.ptt.cc/bbs/Stock/M.1764565181.A.7ED.html,12/01
Re: [標的] 2330.TW 台積電 vs 2454.TW 聯發科,22,afflic,https://www.ptt.cc/bbs/Stock/M.1764568085.A.70D.html,12/01
[新聞] 《瘋狂動物城2》破五項影史紀錄 中國電影兩連板 這些股,14,icrose,https://www.ptt.cc/bbs/Stock/M.1764568398.A.064.html,12/01
[閒聊] 2025/12/01 盤後閒聊,45,laptic,https://www.ptt.cc/bbs/Stock/M.1764568877.A.E13.html,12/01
[標的] 台指期 夏亞三倍多,79,t0333120,https://www.ptt.cc/bbs/Stock/M.1764569880.A.5E6.html,12/01
[情報] 1201 上市投信買賣超排行,25,paidzou,https://www.ptt.cc/bbs/Stock/M.1764571660.A.5D5.html,12/01
[新聞] 聯電攻矽光子邁進收成期 預計2027年放量,18,wicer,https://www.ptt.cc/bbs/Stock/M.1764571828.A.1DB.html,12/01
[情報] 114年12月01日 三大法人買賣金額統計表,57,coconing,https://www.ptt.cc/bbs/Stock/M.1764572354.A.3C7.html,12/01
[標的] 6696 TW 仁新 挑戰生技股之基礎知識篇,62,judy0092,https://www.ptt.cc/bbs/Stock/M.1764572499.A.779.html,12/01
[新聞] AI 投資成了美國關稅震動全球經濟下的救,9,ctfjuw,https://www.ptt.cc/bbs/Stock/M.1764573553.A.1B4.html,12/01
[新聞] 台美關稅談判進展曝　路透：台灣力拚從2,74,Kai877,https://www.ptt.cc/bbs/Stock/M.1764574423.A.3A1.html,12/01
Re: [新聞] 勞動基金10月單月收益3006億元　再創新高,2,zuvio,https://www.ptt.cc/bbs/Stock/M.1764575097.A.154.html,12/01
[情報] 1201 上市外資買賣超排行,70,paidzou,https://www.ptt.cc/bbs/Stock/M.1764576330.A.858.html,12/01
[新聞] 關稅打完換打匯率？台美剛發布聯合聲明,41,ChanHoPark,https://www.ptt.cc/bbs/Stock/M.1764576837.A.213.html,12/01
Re: [新聞] 砸4.4兆元刺激經濟沒用 中國製造業、服務,1,young000,https://www.ptt.cc/bbs/Stock/M.1764578378.A.8BE.html,12/01
Re: [新聞] 關稅打完換打匯率？台美剛發布聯合聲明,25,junior020486,https://www.ptt.cc/bbs/Stock/M.1764580497.A.73A.html,12/01
[新聞] 「川普交易」全面崩盤！DJT暴跌75％、迷,19,anti87,https://www.ptt.cc/bbs/Stock/M.1764505509.A.781.html,11/30
Re: [新聞] CNN：台經濟亮眼 民眾薪資無感 平均薪水,30,justenvoy,https://www.ptt.cc/bbs/Stock/M.1764505692.A.E05.html,11/30
[標的] 2408南亞科，外資不追，空,79,yousking,https://www.ptt.cc/bbs/Stock/M.1764510596.A.B5D.html,11/30
[標的] 三星有可能放棄 先進製程嗎?,10,jpeter,https://www.ptt.cc/bbs/Stock/M.1764512885.A.F5D.html,11/30
[情報] 6469 大樹 部份檔案遭受勒索軟體加密,23,q1a1,https://www.ptt.cc/bbs/Stock/M.1764514998.A.081.html,11/30
[新聞] 砸4.4兆元刺激經濟沒用 中國製造業、服務,56,Su22,https://www.ptt.cc/bbs/Stock/M.1764515217.A.FFA.html,11/30
Re: [新聞] CNN：台經濟亮眼 民眾薪資無感 平均,31,pico80286,https://www.ptt.cc/bbs/Stock/M.1764518381.A.CD4.html,11/30
[新聞] 達里奧最新談AI 不要僅僅因爲存在泡沫就,37,layer0930,https://www.ptt.cc/bbs/Stock/M.1764519372.A.6E9.html,12/01
Re: [標的] 6770 TW 力積電 創高屎狀拜 負責任篇,20,judy0092,https://www.ptt.cc/bbs/Stock/M.1764526699.A.E68.html,12/01
[新聞] 《大賣空》貝瑞大方分享他看好的4支股票,75,okah,https://www.ptt.cc/bbs/Stock/M.1764544508.A.F34.html,12/01
[標的] 3260 威剛 多,30,Worldpeaceme,https://www.ptt.cc/bbs/Stock/M.1764545297.A.FBA.html,12/01
Re: [新聞] CNN：台經濟亮眼 民眾薪資無感 平均薪水,16,kilva,https://www.ptt.cc/bbs/Stock/M.1764547103.A.73B.html,12/01
[閒聊] 2025/12/01 盤中閒聊,99,laptic,https://www.ptt.cc/bbs/Stock/M.1764549003.A.BC3.html,12/01
[新聞] 台達電泰國續擴產 斥33億元興建三座廠,24,DAY1986,https://www.ptt.cc/bbs/Stock/M.1764551922.A.212.html,12/01
[新聞] 台虹新式CCL 攻M9世代,2,sayforever69,https://www.ptt.cc/bbs/Stock/M.1764555830.A.E93.html,12/01
[新聞] 勞工請安心！ 勞動基金最新績效出爐 大賺,36,a5687920,https://www.ptt.cc/bbs/Stock/M.1764558035.A.C74.html,12/01
Re: [新聞] CNN：台經濟亮眼 民眾薪資無感 平均薪水,34,waitrop,https://www.ptt.cc/bbs/Stock/M.1764558058.A.979.html,12/01
[新聞] 勞動基金10月單月收益3006億元　再創新高,36,ChanHoPark,https://www.ptt.cc/bbs/Stock/M.1764558092.A.121.html,12/01
[新聞] 聯發科迎AI黃金爆發期！外資喊買、升目,70,IzumiKonata,https://www.ptt.cc/bbs/Stock/M.1764559545.A.BBC.html,12/01
Re: [新聞] CNN：台經濟亮眼 民眾薪資無感 平均薪水,0,qaz13579,https://www.ptt.cc/bbs/Stock/M.1764485515.A.BA9.html,11/30
Re: [新聞] CNN：台經濟亮眼 民眾薪資無感 平均薪水落後日韓至少三,2,kashima228,https://www.ptt.cc/bbs/Stock/M.1764485753.A.68E.html,11/30
Re: [新聞] CNN：台經濟亮眼 民眾薪資無感 平均薪水,0,SunMoonLake,https://www.ptt.cc/bbs/Stock/M.1764486722.A.DA6.html,11/30
Re: [新聞] CNN：台經濟亮眼 民眾薪資無感 平均薪水,12,LaBronJames,https://www.ptt.cc/bbs/Stock/M.1764486965.A.796.html,11/30
[新聞] 快訊／酷澎「3370萬筆個資」外洩！　創,30,blackpudding,https://www.ptt.cc/bbs/Stock/M.1764487671.A.837.html,11/30
Re: [新聞] CNN：台經濟亮眼 民眾薪資無感 平均薪水落後日韓至少三,14,pujos,https://www.ptt.cc/bbs/Stock/M.1764488010.A.B41.html,11/30
Re: [新聞] 陸示警：人形機器人正在形成泡沫風險,53,ai2311,https://www.ptt.cc/bbs/Stock/M.1764488942.A.84D.html,11/30
[標的] 6133金橋 獲利大爆發.聯光通第二 妖股多,46,doney,https://www.ptt.cc/bbs/Stock/M.1764489598.A.E10.html,11/30
Re: [新聞] CNN：台經濟亮眼 民眾薪資無感 平均薪水,42,LDPC,https://www.ptt.cc/bbs/Stock/M.1764490423.A.B7B.html,11/30
Re: [新聞] 1.25兆國防大餅人人搶 中鋼、榮剛等鋼鐵,0,anti87,https://www.ptt.cc/bbs/Stock/M.1764490516.A.5CC.html,11/30
Re: [新聞] CNN：台經濟亮眼 民眾薪資無感 平均薪水,4,kissyourbi,https://www.ptt.cc/bbs/Stock/M.1764492840.A.D6F.html,11/30
Re: [請益] 請教正2的長期持有,65,sheenscott,https://www.ptt.cc/bbs/Stock/M.1764494803.A.845.html,11/30
Re: [心得] 中國最新的救市政策新鮮出爐,24,ilw4e,https://www.ptt.cc/bbs/Stock/M.1764495843.A.D45.html,11/30
Re: [新聞] CNN：台經濟亮眼 民眾薪資無感 平均薪水,70,onekoni,https://www.ptt.cc/bbs/Stock/M.1764497200.A.6CF.html,11/30
Re: [新聞] CNN：台經濟亮眼 民眾薪資無感 平均薪水,18,KY1998,https://www.ptt.cc/bbs/Stock/M.1764499086.A.006.html,11/30
Re: [新聞] CNN：台經濟亮眼 民眾薪資無感 平均,1,Fujima,https://www.ptt.cc/bbs/Stock/M.1764502043.A.814.html,11/30
[新聞] Google TPU發功！聯發科股價漲22％ 寫23,38,obrag,https://www.ptt.cc/bbs/Stock/M.1764503231.A.A12.html,11/30
[新聞] 川普第二任招牌失靈？相關股票加密幣慘跌,12,qazxc1156892,https://www.ptt.cc/bbs/Stock/M.1764503643.A.096.html,11/30
[心得] 比曝險更值得關心的指標,32,rfynw,https://www.ptt.cc/bbs/Stock/M.1764504625.A.747.html,11/30
[新聞] 台積電年薪500萬 等同美FAANG剛入行菜鳥,60,brbear,https://www.ptt.cc/bbs/Stock/M.1764504770.A.178.html,11/30
[新聞] 快訊／川普發文：委內瑞拉領空「全面封,爆,qazxc1156892,https://www.ptt.cc/bbs/Stock/M.1764430782.A.233.html,11/29
Re: [新聞] 陸示警：人形機器人正在形成泡沫風險,27,kevinjl,https://www.ptt.cc/bbs/Stock/M.1764438350.A.EF5.html,11/30
Re: [新聞] 陸示警：人形機器人正在形成泡沫風險,27,junior020486,https://www.ptt.cc/bbs/Stock/M.1764462265.A.2FA.html,11/30
[心得] COMEX週五大斷線怎麼沒甚麼人討論？,15,s90011,https://www.ptt.cc/bbs/Stock/M.1764468993.A.606.html,11/30
[新聞] CNN：台經濟亮眼 民眾薪資無感 平均薪水,爆,kof70380,https://www.ptt.cc/bbs/Stock/M.1764469479.A.25E.html,11/30
[新聞] 新光人壽被看衰？結果新契約狂飆113%　新,3,lulu1305174,https://www.ptt.cc/bbs/Stock/M.1764471192.A.839.html,11/30
[心得] 中國最新的救市政策新鮮出爐,52,VANNN,https://www.ptt.cc/bbs/Stock/M.1764471722.A.B6D.html,11/30
[請益] 親友問要留實體黃金還是2330+0050,17,ysb727,https://www.ptt.cc/bbs/Stock/M.1764473531.A.441.html,11/30
[新聞] 中國工業利潤暴跌 專家析經濟系統性衰退,4,Su22,https://www.ptt.cc/bbs/Stock/M.1764474065.A.A98.html,11/30
Re: [標的] 6533 晶心科 山椒魚多,18,rz2x,https://www.ptt.cc/bbs/Stock/M.1764475080.A.1D6.html,11/30
Re: [新聞] CNN：台經濟亮眼 民眾薪資無感 平均薪水,15,LaBronJames,https://www.ptt.cc/bbs/Stock/M.1764475365.A.FFF.html,11/30
Re: [請益] 清明連假 敢多單留倉的是不是天選之,19,Lahaluzt,https://www.ptt.cc/bbs/Stock/M.1764476835.A.3FA.html,11/30
[新聞] 1.25兆國防大餅人人搶 中鋼、榮剛等鋼鐵,26,brbear,https://www.ptt.cc/bbs/Stock/M.1764477958.A.36E.html,11/30
[新聞] 一檔軍工股 資安與谷歌合作 週線大底完成,6,Juniorlin02,https://www.ptt.cc/bbs/Stock/M.1764481110.A.C4E.html,11/30
Re: [新聞] CNN：台經濟亮眼 民眾薪資無感 平均薪水,99,yokann,https://www.ptt.cc/bbs/Stock/M.1764481752.A.9BA.html,11/30
[新聞] 財部對陸鋼品課反傾銷稅 法人：對中鋼是,5,Su22,https://www.ptt.cc/bbs/Stock/M.1764381978.A.541.html,11/29
[新聞] 記憶體短缺成災 傳輝達停供帶顯存GPU,45,jason860129,https://www.ptt.cc/bbs/Stock/M.1764382016.A.78D.html,11/29
[新聞] 李長庚喊 台股3萬點不是夢,35,jason860129,https://www.ptt.cc/bbs/Stock/M.1764382587.A.047.html,11/29
Re: [新聞] 二代健保改革惹議 政院踩煞車：暫緩規劃,86,enlong777,https://www.ptt.cc/bbs/Stock/M.1764383465.A.6E1.html,11/29
Re: [標的] 6533 晶心科 山椒魚多,19,firepower,https://www.ptt.cc/bbs/Stock/M.1764385147.A.330.html,11/29
Re: [新聞] 二代健保改革惹議 政院踩煞車：暫緩規劃,9,elfish123,https://www.ptt.cc/bbs/Stock/M.1764391451.A.165.html,11/29
[標的] AI選股 6239 力成 多,39,F15,https://www.ptt.cc/bbs/Stock/M.1764392279.A.515.html,11/29
[請益] 期貨以及合夥合約的放大槓桿的比較,23,jimmy85229,https://www.ptt.cc/bbs/Stock/M.1764394240.A.3A2.html,11/29
[標的] 7805 威聯通 AI 守門員 多,13,pipipapa22,https://www.ptt.cc/bbs/Stock/M.1764395179.A.4BB.html,11/29
"[新聞] 三大法人11月大賣4,312億元 台股月線止",10,xjapan74269,https://www.ptt.cc/bbs/Stock/M.1764399453.A.2B4.html,11/29
Re: [請益] 請教正2的長期持有,23,Xration,https://www.ptt.cc/bbs/Stock/M.1764401680.A.920.html,11/29
[新聞] 「缺工綁住台灣觀光！」晶華董座潘思亮,12,keel90135,https://www.ptt.cc/bbs/Stock/M.1764402411.A.767.html,11/29
Re: [新聞] 台新新光金下修前十月獲利至287億元,19,td00168680,https://www.ptt.cc/bbs/Stock/M.1764403531.A.696.html,11/29
[新聞] SK 海力士大吃 AI 訂單 連三季制霸全球,11,rayisgreat,https://www.ptt.cc/bbs/Stock/M.1764406155.A.AA5.html,11/29
[新聞] 華為新品發表會 麒麟9030 效能大增逾35％,55,pmes9866,https://www.ptt.cc/bbs/Stock/M.1764409608.A.81C.html,11/29
[新聞] 陸媒：華為麒麟9030晶片 敲開7奈米之門？,65,win8719,https://www.ptt.cc/bbs/Stock/M.1764409897.A.404.html,11/29
[新聞] 海鯤艦海測沒船錨？台船認了：原廠調校,82,a5687920,https://www.ptt.cc/bbs/Stock/M.1764412384.A.B67.html,11/29
Re: [請益] 期貨以及合夥合約的放大槓桿的比較,4,j0588,https://www.ptt.cc/bbs/Stock/M.1764414552.A.132.html,11/29
[新聞] 陸示警：人形機器人正在形成泡沫風險,83,anti87,https://www.ptt.cc/bbs/Stock/M.1764424865.A.472.html,11/29
[新聞] 力積電封裝試產良率提升，營運動能回溫,33,Vanquze,https://www.ptt.cc/bbs/Stock/M.1764426293.A.9E2.html,11/29
[情報] 1128 違約交割,9,leafff,https://www.ptt.cc/bbs/Stock/M.1764332119.A.332.html,11/28
[新聞] 黃仁勳：昨天探望張忠謀 他狀態很棒！,49,hvariables,https://www.ptt.cc/bbs/Stock/M.1764333778.A.CF2.html,11/28
[新聞] 又一經濟支柱垮了？大陸這關鍵數據多年來,23,Su22,https://www.ptt.cc/bbs/Stock/M.1764336751.A.F4A.html,11/28
[情報] 114年11月28日信用交易統計,41,steward135,https://www.ptt.cc/bbs/Stock/M.1764338056.A.4EE.html,11/28
Re: [新聞] 主計總處上修今年經濟成長率至7.37%,23,LaBronJames,https://www.ptt.cc/bbs/Stock/M.1764338292.A.54D.html,11/28
[情報] 1128 上市櫃外資投信買超金額排行,4,steveisaman,https://www.ptt.cc/bbs/Stock/M.1764338630.A.BC5.html,11/28
[情報] 1128 上市櫃股票週轉率排行,3,steveisaman,https://www.ptt.cc/bbs/Stock/M.1764339564.A.DCB.html,11/28
Re: [新聞] AI版圖將洗牌？Meta傳洽購Google AI晶片TPU,27,Arim,https://www.ptt.cc/bbs/Stock/M.1764341168.A.158.html,11/28
[新聞] CME交易所大當機，海外期貨市場亂成,6,bkprt730,https://www.ptt.cc/bbs/Stock/M.1764341413.A.041.html,11/28
[標的] PTCT.US PTC Therapeutics 罕見多,8,liliumeow,https://www.ptt.cc/bbs/Stock/M.1764342091.A.81B.html,11/28
[標的] VT豬盤勢觀察 VT多,51,VTpig,https://www.ptt.cc/bbs/Stock/M.1764342556.A.312.html,11/28
[新聞] 川普宣布：美國未來幾年將大幅減稅，可,75,qazxc1156892,https://www.ptt.cc/bbs/Stock/M.1764344409.A.9F3.html,11/28
[新聞]外資轉賣超194億元出脫金控股及鴻海 11月,12,humbler,https://www.ptt.cc/bbs/Stock/M.1764344746.A.C9B.html,11/28
[請益]避險方式請益（利用台指期夜盤）,31,qvb,https://www.ptt.cc/bbs/Stock/M.1764348109.A.980.html,11/29
Re: [心得] 山椒魚盤勢觀察,40,earh,https://www.ptt.cc/bbs/Stock/M.1764350675.A.9E5.html,11/29
Re: [新聞] 主計總處上修今年經濟成長率至7.37%,9,as6633208,https://www.ptt.cc/bbs/Stock/M.1764360955.A.9FE.html,11/29
[新聞] 台積嘉義先進封裝廠AP7進機,21,peterch,https://www.ptt.cc/bbs/Stock/M.1764379854.A.D35.html,11/29
[新聞] 中油提高2緩漲門檻 油價漲幅擴大,41,kof70380,https://www.ptt.cc/bbs/Stock/M.1764380629.A.AE5.html,11/29
Re: [心得] 山椒魚：補充一下本週離場說,16,H2,https://www.ptt.cc/bbs/Stock/M.1764312745.A.3C6.html,11/28
[新聞] 紐西蘭鮮奶零關稅仍貴森森？公平會調查,68,brbear,https://www.ptt.cc/bbs/Stock/M.1764313497.A.7F9.html,11/28
[情報] 114年11月28日 三大法人買賣金額統計表,94,coconing,https://www.ptt.cc/bbs/Stock/M.1764313831.A.71F.html,11/28
Re: [新聞] 瑞鼎2024年每股配息22.2元 原相配10元,10,XFight,https://www.ptt.cc/bbs/Stock/M.1764313915.A.15A.html,11/28
[新聞] AI熱潮引爆需求 記憶體缺貨來真的 華邦、,25,nisi0773,https://www.ptt.cc/bbs/Stock/M.1764313919.A.BC3.html,11/28
[新聞] 兆豐投信推首檔「股債動態平衡」ETF 首創,34,afflic,https://www.ptt.cc/bbs/Stock/M.1764314350.A.EEB.html,11/28
Re: [新聞] 紐西蘭鮮奶零關稅仍貴森森？公平會調查,28,pujos,https://www.ptt.cc/bbs/Stock/M.1764316759.A.77C.html,11/28
[情報] 1128 上市外資買賣超排行,82,paidzou,https://www.ptt.cc/bbs/Stock/M.1764317017.A.C92.html,11/28
[情報] 2316 楠梓電 10月自結 本業虧轉盈,67,a069275235,https://www.ptt.cc/bbs/Stock/M.1764317670.A.EE1.html,11/28
[請益] 所以主動式ETF到底哪裡不好？,64,Xration,https://www.ptt.cc/bbs/Stock/M.1764318599.A.7DF.html,11/28
